X,state,county_name,county.FIPS,date,female,below_18,above_65,median_house_income,population,driving_alone_to_work,smoking,flu_vac,some_college,social_association,traffic,black,hispanic,Rural.urban_Continuum_Code_2013,PCTPOVALL_2018,population.density,distance_one_week_before,distance_two_weeks_before,distance_three_weeks_before,cases_one_week_before,cases_two_weeks_before,cases_three_weeks_before,death_one_week_before,death_two_weeks_before,death_three_weeks_before,cumulative_dose,non_metro
367,GA,Bryan County,13029,2020/7/1,0.506809415,0.29284421,0.106274109,79658,39627,0.850708008,0.165120963,0.42,0.68681788,8.364813815,105.7625495,0.141987457,0.072948647,2,8.6,90.89386884,-0.270730426,-0.327385295,-0.382958258,121.1295329,85.8000858,75.70595806,5.047063871,5.047063871,5.047063871,-0.076014384,0
609,IL,McLean County,17113,2020/7/1,0.514152799,0.21487259,0.132270234,67087,171517,0.806109788,0.149737737,0.57,0.78267039,11.78245981,202.1515231,0.079153841,0.05062837,3,14.4,144.9382278,-0.287526237,-0.300083129,-0.349756971,53.63899788,50.14080237,46.05957427,1.749097757,1.749097757,1.166065171,-0.058147217,0
2256,SC,Hampton County,45049,2020/7/1,0.488398532,0.212702186,0.184124851,35871,19222,0.822843514,0.201951392,0.26,0.344807238,10.71319253,20.31031455,0.527414604,0.041341533,6,25.8,34.33113056,-0.285308209,-0.275014204,-0.322653493,114.4521902,109.2498179,46.82135054,0,0,0,-0.078497591,1
1091,LA,Grant Parish,22043,2020/7/1,0.440619162,0.211013255,0.152121697,43502,22389,0.783093424,0.225394423,0.41,0.362795332,8.506446991,16.3119747,0.152255137,0.052175073,3,20,34.81797117,-0.223100421,-0.21807537,-0.330802546,53.59774889,53.59774889,53.59774889,0,0,0,-0.065976076,0
125,AR,Lonoke County,5085,2020/7/1,0.507147997,0.258074589,0.133157745,56651,73309,0.88131065,0.185859727,0.49,0.606894854,8.505034432,56.37893186,0.062329446,0.047612583,2,11.9,95.1163183,-0.229813924,-0.230801162,-0.295370306,53.19947073,35.46631382,39.5585808,0,0,0,-0.053511872,0
422,GA,Hancock County,13141,2020/7/1,0.449808337,0.155007187,0.233349305,31716,8457,0.876676987,0.215611407,0.32,0.20851819,0,23.67952386,0.708433158,0.023957834,7,30.7,17.92344863,-0.282085486,-0.305544098,-0.355780039,295.6131016,118.2452406,35.47357219,0,0,0,-0.093949188,1
2797,VA,Surry County,51181,2020/7/1,0.506024096,0.167438987,0.226753167,54663,6422,0.790937178,0.172908047,0.48,0.552631579,15.29051988,6.995904355,0.418597467,0.025486562,8,12.9,23.02204696,-0.29048571,-0.296963408,-0.323250372,62.28589225,62.28589225,46.71441918,15.57147306,0,0,-0.113260014,1
2235,SC,Anderson County,45007,2020/7/1,0.518525354,0.228708812,0.180490019,51740,202558,0.854286078,0.175469985,0.52,0.605520242,13.03085646,27.77799432,0.159759979,0.039235443,2,14.6,283.1276295,-0.265662745,-0.245124875,-0.31955864,73.55917811,66.15389172,53.81174775,2.962114555,2.468428796,2.468428796,-0.062605637,0
2768,VA,Mecklenburg County,51117,2020/7/1,0.514355628,0.185350734,0.256378467,44832,30587,0.81206783,0.17546601,0.53,0.596879064,12.70937887,56.0637309,0.341598695,0.03050571,7,18.7,48.90086172,-0.27693281,-0.207074344,-0.3159006,320.3975545,212.5085821,186.3536797,29.42426521,0,0,-0.087251665,1
643,IL,Union County,17181,2020/7/1,0.49890149,0.210201295,0.213585892,49716,16653,0.834210901,0.169234309,0.52,0.586663398,14.11764706,76.29191702,0.012350811,0.053441007,6,17.4,40.27717312,-0.172091497,-0.246627709,-0.309248017,48.0393923,30.02462019,0,0,0,0,-0.012226011,1
1359,MS,Amite County,28005,2020/7/1,0.515901347,0.204932663,0.234950511,38092,12297,0.837296037,0.186933355,0.24,0.410445017,14.46131598,5.324703038,0.401995781,0.013629726,8,22.2,16.84289823,-0.261350451,-0.302677045,-0.358849652,211.433683,138.2451004,113.8489062,0,0,8.132064731,-0.119036151,1
13,AL,Clarke County,1025,2020/7/1,0.526421405,0.217182274,0.198704013,40741,23622,0.882852969,0.205796553,0.28,0.382299601,16.19399577,66.28763227,0.443269231,0.013628763,7,22.8,19.07353428,-0.287640651,-0.278633077,-0.340303469,114.3002286,101.6002032,80.4334942,4.2333418,4.2333418,0,-0.074823007,1
14,AL,Clay County,1027,2020/7/1,0.510960452,0.202485876,0.207231638,39201,13235,0.899023402,0.196203542,0.43,0.353230337,10.47355428,37.23049033,0.138305085,0.030131827,9,17.6,21.91370289,-0.233839431,-0.257597072,-0.324664869,143.5587457,143.5587457,105.7801284,7.555723461,0,0,-0.043992649,1
578,IL,Fayette County,17051,2020/7/1,0.47217034,0.210917071,0.18985805,47484,21336,0.849624941,0.174332428,0.4,0.521779254,16.06683805,56.6076093,0.043752335,0.018257378,6,14.9,29.77891916,-0.13315694,-0.157598158,-0.22140173,74.99062617,70.30371204,51.55605549,9.373828271,4.686914136,9.373828271,-0.017171765,1
810,IA,Marshall County,19127,2020/7/1,0.493984643,0.252845101,0.181886396,59552,39369,0.766467704,0.148165507,0.53,0.518037049,13.40349484,708.0222682,0.019959481,0.224481629,4,11.3,68.76681223,-0.388004692,-0.322820433,-0.391333199,1036.348396,439.4320404,93.98257512,0,0,0,-0.123558329,1
17,AL,Colbert County,1033,2020/7/1,0.52048866,0.207625726,0.199298784,49055,55241,0.902147323,0.186588211,0.45,0.546654389,16.88073395,80.77685451,0.1599832,0.026752127,3,13.8,93.21487631,-0.239169096,-0.23961329,-0.321031335,41.63574157,28.96399413,18.10249633,3.620499267,1.810249633,1.810249633,-0.038078994,0
2487,TX,DeWitt County,48123,2020/7/1,0.474810522,0.224302769,0.19928667,49208,20160,0.84971537,0.152614315,0.29,0.437464522,17.30445961,84.17427627,0.084212612,0.355377223,6,18.4,22.1787058,-0.249850019,-0.243083537,-0.324183638,74.4047619,64.48412698,44.64285714,4.96031746,0,0,-0.122784112,1
19,AL,Coosa County,1037,2020/7/1,0.496126925,0.165842277,0.231544564,42423,10663,0.83979975,0.203999656,0.39,0.428689541,10.22875209,24.29286885,0.304713019,0.02519832,8,18.9,16.3811777,-0.218640955,-0.260490665,-0.331067648,281.3467129,215.6991466,168.8080278,9.378223764,9.378223764,9.378223764,-0.018424617,1
433,GA,Jefferson County,13163,2020/7/1,0.517368762,0.23499676,0.182696047,38274,15362,0.82811707,0.204761111,0.26,0.359903382,10.22494888,46.17004801,0.524173688,0.037783539,6,22.3,29.17814203,-0.259062867,-0.230035336,-0.324852104,91.13396693,71.60525973,45.56698347,6.509569067,6.509569067,6.509569067,-0.03458894,1
1887,NC,Perquimans County,37143,2020/7/1,0.519296677,0.183430189,0.268439875,48337,13463,0.808640795,0.167889209,0.5,0.610060514,12.61689179,20.1257288,0.227611384,0.026374609,8,15.8,54.4862196,-0.293435709,-0.204851865,-0.278866387,81.70541484,59.42211988,29.71105994,0,0,0,-0.054893911,1
375,GA,Catoosa County,13047,2020/7/1,0.516315633,0.228908336,0.177306437,55807,67580,0.852666987,0.149983383,0.47,0.629486799,8.26446281,210.4459407,0.027009789,0.031266686,2,11.9,416.74889,-0.252056184,-0.257127878,-0.366806313,68.06747558,34.03373779,19.23646049,0,0,0,-0.016939428,0
23,AL,Dale County,1045,2020/7/1,0.50929406,0.229736907,0.1689272,45309,49172,0.856780167,0.200573949,0.41,0.576495132,10.56352334,41.48575449,0.204510172,0.066386143,4,16.2,87.62719415,-0.286967684,-0.260441541,-0.313057853,50.84194257,42.70723176,24.40413243,0,0,0,-0.041500342,1
602,IL,LaSalle County,17099,2020/7/1,0.495330348,0.215324865,0.189317372,54063,108669,0.847407378,0.160650175,0.45,0.597075579,12.99208664,122.306857,0.026126291,0.100274148,4,13.6,95.73349073,-0.23533899,-0.228923606,-0.288263671,42.33037941,27.60676918,19.32473843,0.920225639,0.920225639,0.920225639,-0.030991496,1
1718,NJ,Salem County,34033,2020/7/1,0.509367962,0.213698149,0.185873784,64524,62385,0.841620817,0.177936547,0.49,0.576136979,12.58122054,107.4962215,0.133946683,0.094845624,1,11.2,187.9632419,-0.273434459,-0.262580718,-0.327703532,339.8252785,192.3539312,105.7946622,11.22064599,6.411797708,6.411797708,-0.106648058,0
353,GA,Appling County,13001,2020/7/1,0.500729454,0.247149727,0.172313179,42781,18386,0.816106268,0.201894148,0.31,0.415862069,11.87840829,36.67570488,0.188739396,0.102447723,7,21.9,36.25857853,-0.304877467,-0.311377181,-0.349331364,326.3352551,114.2173393,70.70597194,27.19460459,0,0,-0.078740236,1
28,AL,Etowah County,1055,2020/7/1,0.515585214,0.214602784,0.190115218,44903,102268,0.854836758,0.201473986,0.36,0.552342533,15.76565617,140.0436571,0.154837514,0.040155706,3,17.5,191.1587132,-0.261137108,-0.241502815,-0.353411571,123.2056948,97.78229749,76.27019204,7.822583799,6.844760825,6.844760825,-0.023649801,0
29,AL,Fayette County,1057,2020/7/1,0.511775087,0.211282176,0.211282176,39254,16302,0.858799238,0.180015933,0.45,0.523317435,7.894097644,34.0756081,0.118541958,0.018073389,6,23.5,25.97266036,-0.21755513,-0.228435586,-0.354962114,30.6710833,18.40264998,24.53686664,0,0,0,-0.012705902,1
1421,MS,Stone County,28131,2020/7/1,0.494844259,0.211465513,0.15980125,44622,18336,0.785382831,0.175427917,0.34,0.47013748,4.969081272,28.86185892,0.196772987,0.021744938,6,20.1,41.15917305,-0.286700656,-0.266982996,-0.420662315,119.982548,103.6212914,59.991274,0,0,0,-0.097832087,1
1497,MO,McDonald County,29119,2020/7/1,0.495320218,0.257864633,0.152829535,40204,22837,0.791729648,0.230423737,0.34,0.334110892,7.446994919,27.91650906,0.020452379,0.116561227,2,17.9,42.33150441,-0.239366456,-0.137302472,-0.337517259,17.51543548,17.51543548,17.51543548,0,0,0,-0.013213424,0
32,AL,Greene County,1063,2020/7/1,0.527875623,0.221668894,0.223126442,28524,8111,0.822141561,0.246328187,0.3,0.50282167,9.603841537,35.06579969,0.796064618,0.01664035,8,30.1,12.53419048,-0.12824989,-0.113706376,-0.143853291,567.1310566,394.5259524,221.9208482,0,0,0,0.030902776,1
2260,SC,Lancaster County,45057,2020/7/1,0.51491927,0.217928287,0.210306144,58035,98012,0.833740442,0.157609621,0.48,0.602779003,12.42571583,21.26385272,0.211595722,0.055829314,1,13.3,178.4762182,-0.360942033,-0.319512382,-0.399103463,89.78492429,80.60237522,67.33869322,3.060849692,3.060849692,0,-0.101116795,0
36,AL,Jackson County,1071,2020/7/1,0.509239215,0.2088681,0.200498686,41929,51626,0.862986097,0.199589209,0.42,0.446777813,9.054306575,29.91325272,0.034134838,0.02953456,6,19.7,47.89631403,-0.249913822,-0.227701251,-0.346294968,87.16538178,75.54333088,50.36222059,3.874016968,3.874016968,3.874016968,0.006981793,1
142,AR,Pulaski County,5119,2020/7/1,0.521923704,0.231763777,0.155533768,49957,391911,0.831509323,0.181808894,0.5,0.685452979,15.73779813,301.0945854,0.372056127,0.062445248,2,16.7,515.8352638,-0.329443218,-0.309592497,-0.346644619,123.4974267,99.00206935,72.4654322,3.827399588,3.061919671,2.551599725,-0.121916798,0
143,AR,Randolph County,5121,2020/7/1,0.505571651,0.237073769,0.199409405,37799,17958,0.824910821,0.204861188,0.38,0.619585687,5.695733895,23.18194538,0.00991754,0.021116559,7,17.4,27.53492081,-0.24198711,-0.234116126,-0.261014712,89.09678138,77.95968371,44.54839069,0,0,0,-0.051075982,1
2536,TX,Hood County,48221,2020/7/1,0.511026315,0.213175413,0.245634901,60917,61643,0.880140019,0.129686804,0.49,0.563305928,10.12475761,54.54183565,0.009713068,0.129193716,1,10.2,146.5457398,-0.293774361,-0.242699628,-0.373437745,27.57815161,27.57815161,25.9559074,4.866732638,4.866732638,1.622244213,-0.0940348,0
2103,OK,Okmulgee County,40111,2020/7/1,0.505230207,0.235007174,0.18888744,42354,38465,0.808944201,0.219598754,0.47,0.544519016,12.58669407,31.75281707,0.080683449,0.043485066,2,21.5,55.15881552,-0.221763178,-0.19953009,-0.275967446,41.59625634,38.99649032,36.39672429,0,0,0,-0.010923494,0
1079,LA,Calcasieu Parish,22019,2020/7/1,0.511043168,0.248956241,0.147982394,50531,203436,0.855599414,0.202458884,0.45,0.575283455,10.8671491,183.3661127,0.253722084,0.037742723,3,14.9,191.2603652,-0.310706565,-0.324695245,-0.391939002,181.3838259,159.2638471,131.7367624,13.27198726,9.33954659,6.390216088,-0.064246422,0
997,KY,Hardin County,21093,2020/7/1,0.501893871,0.246067273,0.139521186,52278,110958,0.823343911,0.21198974,0.45,0.701255201,9.623303199,106.0437177,0.121035558,0.060187031,3,13.4,178.0227185,-0.298765978,-0.301938583,-0.35300119,33.34595072,26.13601543,21.62980587,0,0,0,-0.05025549,0
319,FL,Lake County,12069,2020/7/1,0.516080169,0.191497777,0.266789156,52447,367118,0.815739497,0.168458255,0.5,0.593081253,8.149888589,189.6524141,0.103381534,0.160473499,1,11.5,391.2253032,-0.387829478,-0.354099468,-0.410214442,60.7434122,57.4747084,44.12750124,2.72391983,1.906743881,1.089567932,-0.15053264,0
492,GA,Troup County,13285,2020/7/1,0.517591456,0.242125253,0.148413628,45234,69922,0.846151212,0.180431708,0.4,0.52318103,12.60997908,89.63499237,0.36319502,0.037410401,4,20.2,168.8977995,-0.275425782,-0.248502858,-0.341990282,197.3627757,143.0165041,88.67023254,5.720660164,5.720660164,4.290495123,-0.064419536,1
1110,LA,Red River Parish,22081,2020/7/1,0.518933585,0.233573198,0.190987378,36865,8442,0.83625731,0.218837617,0.32,0.429949239,8.200562324,35.76647459,0.393653415,0.024183084,8,23.1,21.69677967,-0.311346754,-0.274799951,-0.333339126,260.6017531,248.7562189,142.1464108,59.22767117,47.38213693,23.69106847,-0.103786286,1
105,AR,Faulkner County,5045,2020/7/1,0.511305546,0.230597888,0.124849767,53882,126007,0.836864071,0.205350153,0.48,0.667397594,9.057531499,125.7225863,0.120018268,0.041384228,2,15.4,194.4912638,-0.264648099,-0.246896334,-0.325632927,59.52050283,49.20361567,46.02918885,1.587213409,1.587213409,1.587213409,-0.056027282,0
53,AL,Perry County,1105,2020/7/1,0.531619256,0.212472648,0.194091904,26814,8923,0.841036717,0.260030886,0.23,0.546397097,10.70778456,23.58911052,0.675273523,0.014442013,8,35.3,12.3989106,-0.292795665,-0.282867361,-0.350042395,100.8629385,100.8629385,67.24195898,0,0,0,-0.088274105,1
304,FL,Gadsden County,12039,2020/7/1,0.525210267,0.220006973,0.178607225,42259,45660,0.843844399,0.203735945,0.33,0.412278426,10.20164529,35.22432339,0.55122674,0.10508999,2,23.6,88.43181686,-0.237089274,-0.278580974,-0.306431283,188.348664,122.6456417,76.65352606,0,0,0,-0.070630982,0
355,GA,Bacon County,13005,2020/7/1,0.511130979,0.254805543,0.160393384,38775,11164,0.834788937,0.19378871,0.33,0.378957784,8.834702712,47.83796516,0.160929817,0.087080912,7,22.8,43.17425942,-0.281445227,-0.277086202,-0.321065001,197.061985,170.1898961,125.4030813,8.957362952,8.957362952,0,-0.053941971,1
1116,LA,St. James Parish,22093,2020/7/1,0.516993868,0.225697581,0.171602415,53903,21096,0.82868705,0.190069555,0.38,0.537141743,6.552159873,4.719488996,0.488425156,0.016732424,1,16.8,87.33957109,-0.303453264,-0.353864783,-0.417661509,1132.916193,1052.332196,981.2286689,85.32423208,71.10352673,52.14258627,-0.117735789,0
58,AL,St. Clair County,1115,2020/7/1,0.503585523,0.226925245,0.166174315,57284,89512,0.866225826,0.183353013,0.39,0.554918647,8.616877742,49.02261426,0.093257414,0.025076108,1,12,141.6553252,-0.226970394,-0.263061122,-0.340452678,75.96746805,63.67861292,48.03825185,0,0,0,-0.068584769,0
59,AL,Shelby County,1117,2020/7/1,0.516612813,0.234786076,0.153388624,75663,217702,0.861318414,0.155611575,0.44,0.764675473,11.14206128,113.398369,0.128910977,0.05778672,1,8,277.3521206,-0.326959628,-0.351555198,-0.434623742,146.071235,125.4007772,105.6490064,4.134091556,2.756061038,2.296717531,-0.109229339,0
61,AL,Talladega County,1121,2020/7/1,0.516710929,0.211930651,0.180012026,41630,79978,0.84869462,0.231598623,0.34,0.520118551,12.36495348,69.26434692,0.325675202,0.023588215,4,19.3,108.5507207,-0.210654565,-0.239432694,-0.307175242,72.51994298,58.76616069,47.51306609,2.500687689,1.250343845,1.250343845,-0.024044737,1
64,AL,Walker County,1127,2020/7/1,0.512799987,0.221986784,0.193231938,45434,63521,0.851838083,0.226809846,0.4,0.529078947,14.67420151,27.61099578,0.060633172,0.025647063,1,17.9,80.28539289,-0.211940408,-0.212807686,-0.300748437,146.4082744,141.6854269,132.2397317,0,0,0,-0.04113072,0
66,AL,Wilcox County,1131,2020/7/1,0.524230733,0.237602334,0.194410464,25385,10373,0.876047486,0.220666302,0.23,0.39448052,6.530459931,15.95919482,0.707349205,0.01411499,9,33.4,11.6747327,-0.344350501,-0.328075344,-0.387920011,559.1439314,472.3802179,298.8527909,9.64041261,9.64041261,0,-0.119493672,1
67,AL,Winston County,1133,2020/7/1,0.50739645,0.204268808,0.215595943,41156,23629,0.816161148,0.196479681,0.4,0.53070926,9.274091561,18.87575746,0.0079459,0.031952663,6,18.6,38.54775033,-0.245657023,-0.21081017,-0.366688658,46.55296458,38.0887892,16.92835076,0,0,0,-0.034053278,1
71,AZ,Gila County,4007,2020/7/1,0.505576277,0.200912988,0.287739613,43585,54018,0.798215199,0.176281047,0.38,0.504536083,9.719444496,120.0981509,0.006346379,0.187385181,4,20.4,11.35325656,-0.17087975,-0.205644811,-0.278538603,20.36358251,14.80987819,5.553704321,0,0,0,-0.068028637,1
72,AZ,Graham County,4009,2020/7/1,0.46724627,0.270198571,0.139472578,50157,38837,0.796441569,0.17534493,0.38,0.554664375,4.804355949,13.15036671,0.014603908,0.331398403,7,20.2,8.401548912,-0.356997814,-0.332647731,-0.336018635,23.17377758,5.149728352,5.149728352,0,0,0,-0.160689131,1
81,AZ,Yavapai County,4025,2020/7/1,0.511532676,0.162448867,0.315862979,48758,235099,0.762257371,0.170653301,0.42,0.595696152,8.896953122,63.22591351,0.006935554,0.146754428,3,13.2,28.94060442,-0.266418772,-0.269963943,-0.383635347,32.75215973,30.20004339,27.64792704,0.425352724,0.425352724,0.425352724,-0.124249351,0
83,AR,Arkansas County,5001,2020/7/1,0.516404975,0.229275705,0.196071811,43887,17486,0.82124657,0.200832304,0.41,0.547398432,13.35782268,39.57587172,0.244583263,0.032753672,6,17.9,17.68459804,-0.183032711,0.059187057,-0.270870377,11.43772161,11.43772161,11.43772161,0,0,0,-0.075824812,1
113,AR,Howard County,5061,2020/7/1,0.519001574,0.260250356,0.179446818,40199,13202,0.78965707,0.21855605,0.45,0.543802726,13.3550972,41.98022184,0.205306949,0.125702721,6,17.3,22.4313992,-0.314669306,-0.248482628,-0.351311873,98.4699288,106.0445387,68.17148917,0,0,0,-0.116021437,1
1999,OH,Jackson County,39079,2020/7/1,0.510004941,0.236289526,0.17298666,44726,32413,0.852078708,0.232032798,0.47,0.54841103,12.32703627,13.34595846,0.007009634,0.011054842,7,16.8,77.11872472,-0.27035051,-0.251170452,-0.293274454,12.34072749,12.34072749,6.170363743,0,0,0,-0.019984028,1
86,AR,Benton County,5007,2020/7/1,0.502648492,0.262534482,0.13410098,68978,279141,0.851121675,0.165131567,0.51,0.618827737,8.561772437,108.4527881,0.017893826,0.168648756,2,8.6,329.4243297,-0.391371811,-0.362097552,-0.414774316,33.67473786,22.21099731,21.13627163,0,0,0,-0.141611149,0
87,AR,Boone County,5009,2020/7/1,0.507924226,0.229268943,0.206590181,44482,37432,0.805460318,0.199029944,0.46,0.593923933,10.70062331,69.00429058,0.003628602,0.026120598,7,14.8,63.419345,-0.295827441,-0.303505636,-0.348551352,13.35755503,8.01453302,8.01453302,0,0,0,-0.062761063,1
89,AR,Calhoun County,5013,2020/7/1,0.495546712,0.188554103,0.215463331,44969,5189,0.889723135,0.206248557,0.35,0.532102023,13.34095674,32.4142303,0.212241804,0.040742846,9,15.7,8.255114703,-0.265917557,-0.181374304,-0.259821439,0,0,0,0,0,0,-0.075534921,1
2632,TX,Starr County,48427,2020/7/1,0.512901976,0.328771794,0.113335916,30490,64633,0.699147265,0.188300821,0.25,0.35883756,2.327241133,190.8034845,0.001286323,0.963595506,4,33.2,52.840138,-0.378658071,-0.388953642,-0.473057788,10.83038077,10.83038077,10.83038077,0,0,0,-0.159267311,1
1367,MS,Claiborne County,28021,2020/7/1,0.526216396,0.209731171,0.163519218,29631,8988,0.83799109,0.254752413,0.32,0.550027337,4.469273743,39.78093559,0.854143524,0.014330149,8,36.3,18.44032745,-0.2322728,-0.217963063,-0.221917682,211.3929684,111.2594571,77.88161994,0,0,0,-0.067558912,1
1515,MO,Pemiscot County,29155,2020/7/1,0.527531957,0.257067355,0.17090708,31831,15805,0.870121131,0.250155029,0.29,0.44515633,13.66932129,24.57852924,0.257313176,0.027040315,7,29.1,32.08876436,-0.062664789,-0.067357709,-0.138037254,120.2151218,82.25245176,50.61689339,6.327111674,0,0,0.01798406,1
93,AR,Clay County,5021,2020/7/1,0.511349094,0.21741766,0.21411733,37687,14551,0.844992696,0.20333191,0.31,0.499558434,14.74530831,53.99522798,0.007476258,0.021351115,7,20.7,22.7547813,-0.272451694,-0.2326126,-0.3264807,13.74475981,6.872379905,6.872379905,0,0,0,-0.054871406,1
563,IL,Christian County,17021,2020/7/1,0.491136218,0.202382046,0.199350908,52936,32304,0.814490392,0.156591561,0.42,0.560486398,14.5006344,82.6054871,0.01616607,0.01653348,6,12.5,45.53835744,-0.308538818,-0.248326275,-0.332208435,86.67657256,83.58098068,77.38979693,15.47795939,15.47795939,12.38236751,-0.060955622,1
96,AR,Columbia County,5027,2020/7/1,0.517695543,0.206950758,0.174236309,40909,23457,0.854617955,0.204764249,0.46,0.569086651,13.96707157,26.94343703,0.353443515,0.028975655,7,22.4,30.62071666,-0.285348454,-0.226435007,-0.371604001,38.36807776,21.31559876,12.78935925,0,0,0,-0.07202081,1
2459,TX,Cass County,48067,2020/7/1,0.515886982,0.225837511,0.221122879,44154,30026,0.883722951,0.154873234,0.35,0.426893354,16.99320272,41.96637869,0.166771805,0.047013513,6,20.4,32.04619194,-0.164470158,-0.193396196,-0.307096112,53.28715114,43.2958103,16.65223473,6.660893892,6.660893892,6.660893892,-0.050769786,1
1894,NC,Rockingham County,37157,2020/7/1,0.518160767,0.202745617,0.204565002,41869,91010,0.840128477,0.176739895,0.53,0.536917668,15.1733389,43.08513443,0.185621347,0.062421436,2,17.9,160.9229953,-0.29155124,-0.255690329,-0.315251499,26.37072849,20.87682672,15.38292495,2.197560708,2.197560708,2.197560708,-0.068024314,0
1914,NC,Yadkin County,37197,2020/7/1,0.507791066,0.207548678,0.201528914,49070,37667,0.827396373,0.178972454,0.51,0.57235655,14.03081485,41.81022186,0.030791359,0.111658631,2,13,112.4958934,-0.221709016,-0.230320647,-0.303106868,31.85812515,29.20328139,26.54843762,2.654843762,2.654843762,0,-0.031927051,0
101,AR,Cross County,5037,2020/7/1,0.517630127,0.234228832,0.187694891,41214,16419,0.828755192,0.204880094,0.4,0.481857397,17.19741446,103.9585469,0.227212761,0.020028784,6,18,26.63778838,-0.240020032,-0.16651638,-0.266755264,97.44807845,48.72403922,42.63353432,0,0,0,-0.026935287,1
132,AR,Nevada County,5099,2020/7/1,0.504443911,0.226038914,0.206341581,37626,8252,0.840997409,0.212858227,0.39,0.519495413,9.607301549,21.1188267,0.306870046,0.042157098,7,21.3,13.35620873,-0.151538398,-0.160644589,-0.138118545,12.11827436,12.11827436,12.11827436,0,0,0,-0.090357139,1
103,AR,Desha County,5041,2020/7/1,0.527710215,0.256254343,0.190062543,36132,11361,0.845855218,0.242518485,0.38,0.40448158,17.00102006,70.73911858,0.468902015,0.064107019,6,24.3,14.79008006,-0.198535611,-0.120224361,-0.250816179,140.8326732,61.61429452,52.81225244,0,0,0,-0.027777398,1
104,AR,Drew County,5043,2020/7/1,0.511403317,0.214917067,0.174978176,42494,18219,0.81781482,0.208316998,0.43,0.668199419,10.78341511,69.63684537,0.278481013,0.038738542,6,19.5,21.99406055,-0.252537821,-0.119624669,-0.315156193,71.3540809,32.93265273,32.93265273,5.488775454,5.488775454,5.488775454,-0.077601195,1
106,AR,Franklin County,5047,2020/7/1,0.499831555,0.228747894,0.193318361,43696,17715,0.81751497,0.21150184,0.48,0.585207396,10.62045836,37.77086814,0.008871421,0.034194273,6,18.3,29.09535854,-0.131521719,-0.128701154,-0.168160176,11.28986734,5.644933672,11.28986734,0,0,0,-0.056330467,1
107,AR,Fulton County,5049,2020/7/1,0.509250958,0.205477219,0.262531584,35630,12477,0.821703501,0.200121151,0.38,0.627001298,6.636250519,38.6612777,0.006357486,0.015323172,9,20.6,20.18311522,-0.234228796,-0.194372046,-0.280187518,8.014747135,0,0,0,0,0,0.033947549,1
2882,WV,Berkeley County,54003,2020/7/1,0.503982992,0.23249063,0.146640711,59619,119171,0.834253729,0.222791196,0.46,0.582531868,8.005569092,58.59125557,0.074050357,0.046071224,2,11.5,371.0873762,-0.297385508,-0.231828283,-0.312421561,116.6391152,94.82172676,82.23477188,0.839130325,0.839130325,0,-0.073377257,0
109,AR,Grant County,5053,2020/7/1,0.505992962,0.224378711,0.180063778,52050,18265,0.851777867,0.182222458,0.54,0.554385161,9.909165979,54.44521296,0.026775896,0.029140092,2,13.1,28.90900745,-0.242702739,-0.10868555,-0.265840521,65.69942513,60.22447304,54.74952094,0,0,0,-0.067678939,0
110,AR,Greene County,5055,2020/7/1,0.508240485,0.244964148,0.159779371,46512,45325,0.848667948,0.196222168,0.45,0.539895924,11.09804009,106.9944793,0.017826806,0.029233315,4,16.5,78.45767699,-0.261774636,-0.233304432,-0.30880673,35.30060673,17.65030336,13.23772752,0,0,0,-0.03654496,1
111,AR,Hempstead County,5057,2020/7/1,0.517869463,0.257991813,0.179614553,38682,21532,0.815368687,0.221766582,0.41,0.545851528,10.52101917,47.7321499,0.296352514,0.131686675,6,20.6,29.59643721,-0.235777999,-0.237337928,-0.254221863,23.22125209,23.22125209,18.57700167,4.644250418,4.644250418,4.644250418,-0.014455879,1
112,AR,Hot Spring County,5059,2020/7/1,0.476484377,0.205157117,0.18898549,47205,33771,0.83766134,0.203335269,0.54,0.517732151,10.42473343,57.20904552,0.111391353,0.035221507,6,18.7,54.8943433,-0.107205569,-0.111281158,-0.158311211,29.61120488,23.6889639,23.6889639,0,0,0,-0.004528579,1
114,AR,Independence County,5063,2020/7/1,0.512421042,0.242104146,0.175248155,45596,37825,0.808614305,0.19872211,0.44,0.585505966,13.86518771,70.28587928,0.02202877,0.065422793,7,14.5,49.51240264,-0.239496517,-0.254049295,-0.288148935,23.79378718,21.15003305,15.86252479,0,0,0,-0.073904188,1
115,AR,Izard County,5065,2020/7/1,0.481350695,0.180019128,0.257926874,37828,13629,0.776076974,0.196610893,0.38,0.519614836,13.15212626,19.27250604,0.020672405,0.025895682,9,18.7,23.47480106,-0.287838883,-0.248132364,-0.330557439,36.68647736,14.67459095,14.67459095,0,0,0,-0.055073914,1
116,AR,Jackson County,5067,2020/7/1,0.50342038,0.201118315,0.181488311,36573,16719,0.817518248,0.220981244,0.49,0.454335503,10.50481471,21.78669587,0.174944977,0.028969127,6,25.6,26.37315834,-0.164945863,-0.133548969,-0.211465579,5.981218972,5.981218972,5.981218972,0,0,0,-0.033901955,1
2505,TX,Franklin County,48159,2020/7/1,0.503065205,0.234627531,0.21846554,48222,10725,0.821886962,0.142620969,0.49,0.666514806,12.0739296,14.15658917,0.036596693,0.148244473,7,15.2,37.71229649,-0.194717873,-0.169988093,-0.229997348,9.324009324,9.324009324,9.324009324,0,0,0,-0.09298088,1
