X,state,county_name,county.FIPS,date,female,above_65,population,driving_alone_to_work,smoking,flu_vac,some_college,social_association,traffic,black,hispanic,Rural.urban_Continuum_Code_2013,PCTPOVALL_2018,population.density,cases_1,cases_2,cases_3,cases_4,cases_5,cases_6,cases_7,cases_8,cases_9,cases_10,deaths_1,deaths_2,deaths_3,deaths_4,deaths_5,deaths_6,deaths_7,deaths_8,deaths_9,deaths_10,daily_distance_diff,cumulative_dose,non_metro
1083,LA,Claiborne Parish,22027,2020/7/1,0.433768189,0.191043653,15670,0.865834633,0.2625988,0.32,0.37244898,8.140772747,35.27427066,0.516056197,0.015240843,6,32.7,20.75826621,12.76324186,38.28972559,6.381620932,0,19.1448628,31.90810466,12.76324186,63.81620932,178.6853861,63.81620932,6.381620932,6.381620932,12.76324186,6.381620932,0,0,0,0,0,6.381620932,-0.000494963,-0.080556127,1
1076,LA,Bienville Parish,22013,2020/7/1,0.520513977,0.209272618,13241,0.856956238,0.216123875,0.4,0.431391905,16.13139757,41.53431484,0.414712955,0.019461978,6,26.9,16.32132336,52.86609773,37.76149838,0,52.86609773,407.8241825,67.97069708,52.86609773,158.5982932,188.8074919,151.0459935,30.2091987,0,52.86609773,0,7.552299675,15.10459935,0,7.552299675,15.10459935,0,0.097251089,-0.023916384,1
797,IA,Jefferson County,19101,2020/7/1,0.44905065,0.224090093,18295,0.711345382,0.152913156,0.17,0.759675108,10.85658452,289.3335411,0.024536206,0.03139111,7,16.3,42.00822025,0,0,5.46597431,27.32987155,32.79584586,65.59169172,43.72779448,54.6597431,5.46597431,16.39792293,0,0,0,0,0,0,0,0,0,0,0.049987328,-0.122251671,1
13,AL,Clarke County,1025,2020/7/1,0.526421405,0.198704013,23622,0.882852969,0.205796553,0.28,0.382299601,16.19399577,66.28763227,0.443269231,0.013628763,7,22.8,19.07353428,12.7000254,67.7334688,84.666836,50.8001016,143.9336212,160.8669884,50.8001016,139.7002794,110.0668868,186.2670392,0,0,0,4.2333418,0,0,4.2333418,0,8.4666836,0,-0.010562161,-0.076935228,1
851,KS,Bourbon County,20011,2020/7/1,0.505766737,0.197160991,14534,0.762714558,0.187797345,0.47,0.615139949,14.23342822,52.48278997,0.029686754,0.028526582,6,16,22.87126064,0,0,0,0,6.880418329,6.880418329,0,0,13.76083666,61.92376496,0,0,0,0,0,0,0,0,0,0,-0.067021821,-0.142603315,1
681,IN,Grant County,18053,2020/7/1,0.521384373,0.192216695,65769,0.792727912,0.215446965,0.48,0.535255736,16.54359237,132.7935486,0.070052779,0.043997209,4,19.9,158.8354626,71.46223905,48.65514148,21.2866244,38.01182928,50.17561465,62.33940002,48.65514148,39.53230245,38.01182928,30.40946343,7.602365856,7.602365856,6.081892685,3.040946343,3.040946343,4.561419514,1.520473171,1.520473171,3.040946343,0,0.143488057,-0.042962907,1
1420,MS,Smith County,28129,2020/7/1,0.519497563,0.196100487,15916,0.865993789,0.182393117,0.46,0.497185741,9.951486503,6.545044909,0.236345457,0.016935383,8,16.8,25.01532417,113.0937421,100.5277708,144.5086705,69.11284242,100.5277708,131.9426992,100.5277708,75.3958281,43.98089972,106.8107565,12.56597135,0,12.56597135,6.282985675,18.84895702,6.282985675,0,0,0,0,-0.02062788,-0.061811223,1
675,IN,Fayette County,18041,2020/7/1,0.506183017,0.203931097,23102,0.859108647,0.228956525,0.45,0.513038549,15.08035676,204.8672015,0.013797891,0.013450775,6,14.5,107.4461653,38.957666,60.60081378,82.24396156,30.30040689,121.2016276,69.25807289,38.957666,25.97177734,12.98588867,51.94355467,0,0,0,0,0,12.98588867,0,0,0,0,-0.057992636,-0.164119505,1
1806,NY,Sullivan County,36105,2020/7/1,0.485218152,0.188587777,75432,0.820123752,0.161440753,0.48,0.528817862,10.20070213,112.646129,0.081618056,0.166216324,4,16.2,77.91515602,270.4422526,302.2589882,176.3177431,181.6205324,103.4043907,86.17032559,37.11952487,19.88545975,7.954183901,17.23406512,3.97709195,2.651394634,11.93127585,2.651394634,2.651394634,3.97709195,2.651394634,0,0,0,-0.097469248,-0.204038306,1
663,IN,Cass County,18017,2020/7/1,0.500513766,0.177921223,37689,0.830570134,0.206381732,0.52,0.496067354,12.89677318,61.43947547,0.015544724,0.159293901,4,13.5,91.44264363,2488.789833,920.6930404,405.9539919,74.29223381,79.59882194,13.26647032,18.57305845,34.49282284,50.41258723,29.18623471,0,2.653294065,2.653294065,5.306588129,2.653294065,2.653294065,5.306588129,0,0,0,0.192944055,-0.073392267,1
499,GA,Ware County,13299,2020/7/1,0.49963565,0.172841928,35734,0.864563294,0.190443587,0.41,0.452463642,15.33272003,137.8489058,0.29646861,0.045123318,5,23.6,40.03988974,67.16292606,58.76756031,89.55056809,25.18609727,123.1320311,27.98455253,58.76756031,103.5428443,125.9304864,184.6980467,5.596910505,11.19382101,0,2.798455253,2.798455253,0,0,0,2.798455253,0,-0.083502346,-0.062038098,1
1823,NC,Bertie County,37015,2020/7/1,0.49547987,0.23015873,18947,0.82030719,0.199536013,0.41,0.475680309,25.48897212,23.58951722,0.607274256,0.022390413,7,23.5,27.09539949,73.89032565,52.77880403,68.61244524,147.7806513,137.2248905,36.94516282,63.33456484,0,10.55576081,47.50092363,0,5.277880403,0,5.277880403,0,5.277880403,0,0,0,0,-0.116829659,-0.108390695,1
716,IN,Perry County,18123,2020/7/1,0.464349283,0.187938436,19169,0.837458847,0.207449246,0.35,0.523935628,9.433467848,166.4284995,0.028216941,0.014448749,6,12.4,50.21612134,31.30053733,20.86702488,57.38431843,5.216756221,46.95080599,31.30053733,57.38431843,250.4042986,78.25134331,62.60107465,0,0,0,5.216756221,0,0,5.216756221,0,10.43351244,20.86702488,0.02748438,-0.113032932,1
50,AL,Monroe County,1099,2020/7/1,0.525086628,0.202924004,20733,0.915734761,0.23257539,0.37,0.408089022,12.66000844,32.16607277,0.409645417,0.016138985,7,21.9,20.21390687,9.646457339,9.646457339,9.646457339,24.11614335,62.7019727,48.23228669,91.64134472,356.9189215,130.2271741,130.2271741,0,0,0,4.823228669,0,0,0,0,0,0,0.011073268,-0.091648082,1
1661,NE,Saline County,31151,2020/7/1,0.488222997,0.150174216,14224,0.796845334,0.154705898,0.27,0.500428694,12.46451077,34.52749586,0.008989547,0.258815331,6,12.4,24.7796244,555.3993251,1244.375703,724.128234,456.9741282,351.5185602,154.6681665,98.42519685,14.06074241,70.30371204,28.12148481,0,0,0,7.030371204,0,7.030371204,0,0,0,0,-0.04676357,-0.132410257,1
66,AL,Wilcox County,1131,2020/7/1,0.524230733,0.194410464,10373,0.876047486,0.220666302,0.23,0.39448052,6.530459931,15.95919482,0.707349205,0.01411499,9,33.4,11.6747327,86.76371349,134.9657765,125.3253639,96.4041261,221.72949,318.1336161,231.3699026,482.0206305,221.72949,308.4932035,0,28.92123783,0,9.64041261,19.28082522,0,0,9.64041261,0,0,-0.111461913,-0.120059884,1
985,KY,Fleming County,21069,2020/7/1,0.508730599,0.178977273,14581,0.782702523,0.221186334,0.38,0.539446264,6.922331441,7.284991463,0.013858093,0.013650222,7,18.6,41.83450967,0,0,0,13.71648035,0,6.858240176,0,27.4329607,41.14944105,41.14944105,0,0,0,0,0,0,0,0,0,0,-0.009721561,-0.075985613,1
71,AZ,Gila County,4007,2020/7/1,0.505576277,0.287739613,54018,0.798215199,0.176281047,0.38,0.504536083,9.719444496,120.0981509,0.006346379,0.187385181,4,20.4,11.35325656,5.553704321,5.553704321,9.256173868,5.553704321,3.702469547,12.95864342,27.7685216,75.90062572,164.7598948,175.8673035,0,0,1.851234774,0,0,1.851234774,1.851234774,0,1.851234774,1.851234774,-0.140552925,-0.059238436,1
72,AZ,Graham County,4009,2020/7/1,0.46724627,0.139472578,38837,0.796441569,0.17534493,0.38,0.554664375,4.804355949,13.15036671,0.014603908,0.331398403,7,20.2,8.401548912,18.02404923,23.17377758,2.574864176,2.574864176,10.2994567,20.59891341,23.17377758,23.17377758,38.62296264,69.52133275,0,0,0,0,0,5.149728352,0,0,0,0,-0.118923791,-0.161659989,1
73,AZ,Greenlee County,4011,2020/7/1,0.486343984,0.131603923,9498,0.883794466,0.142699499,0.29,0.561266294,5.288207298,3.939573537,0.01697775,0.472951598,7,10.5,5.153190497,0,0,0,0,10.52853232,31.58559697,42.11412929,21.05706465,10.52853232,52.64266161,0,0,0,0,0,10.52853232,0,0,0,0,-0.183433541,-0.169847878,1
156,AR,Woodruff County,5147,2020/7/1,0.519106317,0.231432974,6320,0.796856106,0.214454038,0.22,0.478392722,15.21838381,23.86865673,0.259322034,0.021417566,9,23.7,10.77046303,0,0,0,0,0,0,0,63.29113924,15.82278481,0,0,0,0,0,0,0,0,0,0,0,-0.171780061,0.019955816,1
77,AZ,Navajo County,4017,2020/7/1,0.499470325,0.181176151,110924,0.734264449,0.206119784,0.39,0.515998396,6.791732443,65.46759656,0.008022092,0.114527593,4,28.5,11.14767015,139.7353143,155.0611229,185.7127403,251.5235657,232.5916844,297.5009917,320.9404637,366.9178897,361.5087808,480.5091775,6.310627096,3.606072626,13.52277235,9.916699722,7.212145253,7.212145253,7.212145253,12.62125419,8.113663409,26.14402654,-0.071492365,-0.023028547,1
83,AR,Arkansas County,5001,2020/7/1,0.516404975,0.196071811,17486,0.82124657,0.200832304,0.41,0.547398432,13.35782268,39.57587172,0.244583263,0.032753672,6,17.9,17.68459804,0,5.718860803,0,0,5.718860803,22.87544321,0,5.718860803,62.90746883,51.46974723,0,0,0,0,0,0,0,0,0,0,-0.06031909,-0.075813384,1
805,IA,Lucas County,19117,2020/7/1,0.490341238,0.217698091,8600,0.840961391,0.153134812,0.39,0.652976191,14.06140145,262.7399372,0.003470214,0.022093696,6,15.1,19.97259574,0,0,0,11.62790698,58.13953488,127.9069767,58.13953488,34.88372093,11.62790698,46.51162791,0,0,0,0,0,11.62790698,11.62790698,11.62790698,0,11.62790698,0.108543531,-0.119914,1
87,AR,Boone County,5009,2020/7/1,0.507924226,0.206590181,37432,0.805460318,0.199029944,0.46,0.593923933,10.70062331,69.00429058,0.003628602,0.026120598,7,14.8,63.419345,5.343022013,0,0,0,5.343022013,0,2.671511007,8.01453302,8.01453302,24.04359906,0,0,0,0,0,0,0,0,0,2.671511007,0.002095244,-0.079098331,1
89,AR,Calhoun County,5013,2020/7/1,0.495546712,0.215463331,5189,0.889723135,0.206248557,0.35,0.532102023,13.34095674,32.4142303,0.212241804,0.040742846,9,15.7,8.255114703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071157573,-0.090694355,1
90,AR,Carroll County,5015,2020/7/1,0.50228537,0.231867626,28380,0.816715797,0.183727337,0.42,0.450738488,13.24076725,48.57765062,0.005491975,0.15242887,6,16.1,45.04118459,7.04721635,7.04721635,0,0,31.71247357,35.23608175,45.80690627,176.1804087,169.1331924,116.2790698,0,0,0,0,0,3.523608175,0,0,10.57082452,3.523608175,0.092904992,-0.057296041,1
104,AR,Drew County,5043,2020/7/1,0.511403317,0.174978176,18219,0.81781482,0.208316998,0.43,0.668199419,10.78341511,69.63684537,0.278481013,0.038738542,6,19.5,21.99406055,38.42142818,16.46632636,16.46632636,0,0,5.488775454,5.488775454,27.44387727,71.3540809,137.2193864,0,0,0,0,0,0,0,0,0,0,0.07629346,-0.084848627,1
93,AR,Clay County,5021,2020/7/1,0.511349094,0.21411733,14551,0.844992696,0.20333191,0.31,0.499558434,14.74530831,53.99522798,0.007476258,0.021351115,7,20.7,22.7547813,6.872379905,6.872379905,6.872379905,0,0,0,13.74475981,96.21331867,178.6818775,54.97903924,0,0,0,0,0,0,0,0,13.74475981,6.872379905,-0.019098533,-0.065392879,1
2916,WV,Pendleton County,54071,2020/7/1,0.494211805,0.270687438,6969,0.720806794,0.215092837,0.35,0.384090909,10.00571755,9.16769293,0.019436902,0.012148064,8,14.6,10.01221177,14.34926101,0,28.69852203,0,57.39704405,57.39704405,0,0,0,0,0,0,0,0,0,0,14.34926101,0,0,0,0.128436841,-0.216053558,1
96,AR,Columbia County,5027,2020/7/1,0.517695543,0.174236309,23457,0.854617955,0.204764249,0.46,0.569086651,13.96707157,26.94343703,0.353443515,0.028975655,7,22.4,30.62071666,17.052479,17.052479,8.526239502,4.263119751,17.052479,12.78935925,8.526239502,12.78935925,63.94679627,174.7879098,0,8.526239502,0,0,0,0,0,0,0,4.263119751,0.031473211,-0.085846967,1
850,KS,Barton County,20009,2020/7/1,0.505993643,0.192179541,25779,0.8407173,0.173420322,0.31,0.578644501,20.39583019,82.73353567,0.01344261,0.152349585,7,14.5,28.7904847,7.758252841,0,50.42864347,34.91213779,54.30776989,0,7.758252841,11.63737926,19.3956321,7.758252841,0,0,3.879126421,0,0,0,3.879126421,0,0,0,0.044373453,-0.13458393,1
102,AR,Dallas County,5039,2020/7/1,0.505847953,0.231829574,7009,0.789747142,0.192119061,0.32,0.499076923,20.28946301,85.39780124,0.412141465,0.03369535,6,21.3,10.50210522,0,0,0,0,0,0,28.53474105,0,42.80211157,57.06948209,0,0,0,0,0,0,0,0,0,0,-0.079587069,-0.028365301,1
103,AR,Desha County,5041,2020/7/1,0.527710215,0.190062543,11361,0.845855218,0.242518485,0.38,0.40448158,17.00102006,70.73911858,0.468902015,0.064107019,6,24.3,14.79008006,79.21837866,0,8.802042074,8.802042074,8.802042074,0,8.802042074,17.60408415,61.61429452,140.8326732,0,0,0,0,0,0,0,0,0,0,0.121221224,-0.042598394,1
1148,ME,Washington County,23029,2020/7/1,0.505652588,0.244109241,31379,0.734541663,0.182297896,0.34,0.524832856,6.963567879,21.78821775,0.005970149,0.024198158,7,18.3,12.24469887,0,0,0,0,0,0,0,0,3.186844705,0,0,0,0,0,0,0,0,0,0,0,-0.076644263,-0.168087375,1
1499,MO,Madison County,29123,2020/7/1,0.510912373,0.191171644,12088,0.789125201,0.217678679,0.38,0.58216604,12.25189904,14.80623137,0.00549721,0.024040039,6,16.6,24.45033273,0,0,16.54533422,0,0,0,0,0,0,24.81800132,0,0,0,0,0,0,0,0,0,0,-0.023101644,-0.072312256,1
110,AR,Greene County,5055,2020/7/1,0.508240485,0.159779371,45325,0.848667948,0.196222168,0.45,0.539895924,11.09804009,106.9944793,0.017826806,0.029233315,4,16.5,78.45767699,17.65030336,6.618863762,8.825151682,2.206287921,57.36348593,30.88803089,6.618863762,13.23772752,46.33204633,44.12575841,0,0,0,0,0,0,0,0,0,0,-0.022046661,-0.04937112,1
134,AR,Ouachita County,5103,2020/7/1,0.525713802,0.203761756,23382,0.867436347,0.228454786,0.48,0.563908386,19.27266633,30.98424761,0.398034398,0.025247818,7,23.3,31.90862196,4.276794115,4.276794115,8.55358823,4.276794115,0,0,17.10717646,4.276794115,8.55358823,12.83038235,0,0,0,0,0,0,0,0,0,0,-0.035393473,-0.109245338,1
2768,VA,Mecklenburg County,51117,2020/7/1,0.514355628,0.256378467,30587,0.81206783,0.17546601,0.53,0.596879064,12.70937887,56.0637309,0.341598695,0.03050571,7,18.7,48.90086172,107.8889724,26.15490241,91.54215843,114.427698,117.6970608,42.50171642,19.61617681,16.34681401,19.61617681,16.34681401,29.42426521,3.269362801,0,19.61617681,13.0774512,3.269362801,6.538725602,3.269362801,0,6.538725602,-0.021206842,-0.104048326,1
113,AR,Howard County,5061,2020/7/1,0.519001574,0.179446818,13202,0.78965707,0.21855605,0.45,0.543802726,13.3550972,41.98022184,0.205306949,0.125702721,6,17.3,22.4313992,0,7.574609908,0,0,22.72382972,30.29843963,90.89531889,60.59687926,204.5144675,136.3429783,0,0,0,0,0,0,0,0,0,7.574609908,0.051236138,-0.126977886,1
114,AR,Independence County,5063,2020/7/1,0.512421042,0.175248155,37825,0.808614305,0.19872211,0.44,0.585505966,13.86518771,70.28587928,0.02202877,0.065422793,7,14.5,49.51240264,2.643754131,5.287508262,15.86252479,23.79378718,5.287508262,7.931262393,13.21877065,15.86252479,10.57501652,23.79378718,0,0,0,0,0,0,0,0,0,0,-0.032675174,-0.08231985,1
115,AR,Izard County,5065,2020/7/1,0.481350695,0.257926874,13629,0.776076974,0.196610893,0.38,0.519614836,13.15212626,19.27250604,0.020672405,0.025895682,9,18.7,23.47480106,22.01188642,29.34918189,29.34918189,0,14.67459095,7.337295473,7.337295473,22.01188642,0,0,0,0,0,0,0,0,7.337295473,0,0,0,-0.006129313,-0.062851068,1
362,GA,Berrien County,13019,2020/7/1,0.508934137,0.170995221,19397,0.796886058,0.200094973,0.43,0.374122154,4.690920463,22.29001646,0.107261583,0.049189695,6,21.8,42.9232131,25.77718204,10.31087282,10.31087282,15.46630922,77.33154612,61.86523689,51.55436408,72.17610971,113.419601,97.95329175,0,0,0,0,0,0,5.155436408,0,0,0,-0.031726824,-0.08590953,1
119,AR,Lafayette County,5073,2020/7/1,0.508680036,0.240347201,6624,0.808402042,0.201454841,0.3,0.508255564,10.20110755,42.45739189,0.359024244,0.027686322,8,22.8,12.53904254,45.28985507,15.09661836,15.09661836,0,0,0,15.09661836,15.09661836,30.19323671,45.28985507,15.09661836,0,0,0,0,0,0,0,0,0,0.191854599,-0.110787979,1
615,IL,Mason County,17125,2020/7/1,0.506892739,0.221968301,13359,0.80708402,0.162403599,0.35,0.524174725,14.58257382,37.85054203,0.006855879,0.01098415,6,14.6,24.77375566,14.97118048,52.39913167,7.485590239,7.485590239,7.485590239,7.485590239,0,0,7.485590239,22.45677072,0,0,0,0,0,0,0,0,0,0,0.044626653,-0.113953984,1
124,AR,Logan County,5083,2020/7/1,0.500759074,0.198509454,21466,0.807359813,0.203994562,0.33,0.487828627,12.89015744,54.18805017,0.014123384,0.031053043,6,18.6,30.31364298,0,0,4.658529768,4.658529768,0,13.9755893,27.95117861,32.60970838,55.90235722,60.56088698,0,0,0,0,0,0,0,0,0,0,-0.003155341,-0.093365735,1
548,ID,Shoshone County,16079,2020/7/1,0.498124414,0.22843076,12882,0.743126968,0.148220532,0.38,0.502140911,7.175889013,128.3614337,0.004845264,0.036183182,6,18.8,4.898713527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245285769,-0.107534594,1
132,AR,Nevada County,5099,2020/7/1,0.504443911,0.206341581,8252,0.840997409,0.212858227,0.39,0.519495413,9.607301549,21.1188267,0.306870046,0.042157098,7,21.3,13.35620873,0,12.11827436,12.11827436,12.11827436,0,36.35482307,630.1502666,290.8385846,133.3010179,84.8279205,0,0,0,0,0,0,0,0,24.23654872,0,0.112080768,-0.08869505,1
2100,OK,Nowata County,40105,2020/7/1,0.501370131,0.192014093,10076,0.785664579,0.201379814,0.45,0.515677966,10.67339414,23.72205065,0.023487962,0.03141515,6,16.5,17.80904238,69.4720127,9.924573243,9.924573243,9.924573243,0,0,9.924573243,9.924573243,29.77371973,59.54743946,0,0,0,0,0,0,0,9.924573243,0,0,-0.029758886,-0.109133358,1
1362,MS,Bolivar County,28011,2020/7/1,0.535409951,0.158012319,30628,0.83427762,0.247468144,0.41,0.592922514,15.02582564,94.39912487,0.635719529,0.021925765,7,29.4,34.94073491,52.23978059,29.38487658,26.1198903,35.91484916,39.17983544,78.35967089,35.91484916,58.76975317,45.70980802,150.1893692,3.264986287,0,6.529972574,3.264986287,3.264986287,0,0,3.264986287,3.264986287,0,0.044081978,-0.118453638,1
137,AR,Pike County,5109,2020/7/1,0.500046847,0.203878947,10718,0.774625866,0.200615369,0.3,0.558714462,12.12008204,46.12611096,0.032793029,0.064086948,9,17.8,17.84489361,9.330098899,0,0,0,9.330098899,9.330098899,9.330098899,9.330098899,0,9.330098899,0,0,0,0,0,0,0,0,0,0,-0.070359331,-0.121949927,1
139,AR,Polk County,5113,2020/7/1,0.512843533,0.229986533,19964,0.768428373,0.204839633,0.35,0.520118884,13.91788448,47.30292927,0.005187291,0.065838695,7,20,23.27674657,5.009016229,0,0,5.009016229,15.02704869,50.09016229,120.2163895,55.09917852,55.09917852,35.0631136,0,0,0,0,0,0,0,0,0,0,0.046831176,-0.10734154,1
140,AR,Pope County,5115,2020/7/1,0.504359375,0.157515625,64072,0.841059106,0.193856287,0.46,0.530443892,13.31557923,102.8184549,0.031703125,0.093671875,5,16,78.85299366,10.92520914,3.121488326,6.242976651,43.70083656,67.111999,65.55125484,81.15869647,106.1306031,81.15869647,129.5417655,0,0,0,0,1.560744163,0,1.560744163,0,0,1.560744163,0.046941739,-0.04968929,1
141,AR,Prairie County,5117,2020/7/1,0.496779787,0.237800347,8062,0.767931239,0.185468038,0.33,0.625514403,14.54898157,20.30933712,0.117166213,0.018206589,8,15.8,12.44212606,0,0,0,0,0,0,37.21161002,24.80774001,111.6348301,49.61548003,0,0,0,0,0,0,0,0,0,0,-0.101375156,-0.018648073,1
1207,MI,Crawford County,26039,2020/7/1,0.491978994,0.256816056,14029,0.771065795,0.17845258,0.29,0.630486832,7.90968577,89.23599029,0.008128912,0.02028631,7,13.6,25.21931401,149.689928,42.76855086,7.12809181,0,7.12809181,28.51236724,7.12809181,14.25618362,7.12809181,35.64045905,7.12809181,7.12809181,0,0,7.12809181,0,0,0,0,0,0.063644819,-0.152818514,1
2256,SC,Hampton County,45049,2020/7/1,0.488398532,0.184124851,19222,0.822843514,0.201951392,0.26,0.344807238,10.71319253,20.31031455,0.527414604,0.041341533,6,25.8,34.33113056,5.202372282,20.80948913,10.40474456,10.40474456,26.01186141,15.60711685,36.41660597,26.01186141,26.01186141,67.63083966,0,0,5.202372282,0,0,5.202372282,0,0,0,5.202372282,0.008133969,-0.080091685,1
146,AR,Scott County,5127,2020/7/1,0.492586491,0.20854734,10281,0.792092895,0.20044697,0.35,0.4140625,10.53135472,18.89405756,0.005911426,0.076557806,6,20.2,11.52165143,0,0,0,0,0,0,9.726680284,29.18004085,29.18004085,29.18004085,0,0,0,0,0,0,0,0,0,0,-0.026727086,-0.112037646,1
2990,WI,Rusk County,55107,2020/7/1,0.492471902,0.242030112,14178,0.777244359,0.165745203,0.43,0.536943907,9.89329376,35.45625372,0.011380505,0.020004241,6,14.3,15.51899649,0,0,0,0,0,7.053180985,0,35.26590492,7.053180985,0,0,0,0,0,0,0,0,0,0,0,0.214417527,-0.067423708,1
149,AR,Sevier County,5133,2020/7/1,0.496936811,0.145457728,17007,0.742865021,0.195614798,0.47,0.38746241,8.764241893,52.71373243,0.036758271,0.340218216,6,20.1,30.09396068,5.879931793,11.75986359,47.03945434,64.67924972,358.6758394,776.1509966,764.3911331,646.7924972,746.7513377,593.8731111,0,5.879931793,0,0,0,5.879931793,0,17.63979538,5.879931793,5.879931793,-0.032586331,-0.127470427,1
151,AR,Stone County,5137,2020/7/1,0.50750582,0.274223328,12506,0.767447096,0.204594515,0.5,0.495066495,11.16694584,16.13927838,0.003692703,0.020390142,9,20.3,20.62301083,0,7.996161842,0,0,0,7.996161842,15.99232368,0,15.99232368,7.996161842,0,0,0,0,0,0,0,0,0,0,0.024630441,-0.017628191,1
2765,VA,Lunenburg County,51111,2020/7/1,0.470461691,0.223150753,12196,0.789437269,0.201636356,0.53,0.46156571,13.07723743,26.91858012,0.334353798,0.047989409,9,18.2,28.25240919,8.199409643,0,16.39881929,8.199409643,8.199409643,40.99704821,32.79763857,32.79763857,57.3958675,24.59822893,0,0,0,0,0,0,0,0,0,0,-0.186249599,-0.172587834,1
153,AR,Van Buren County,5141,2020/7/1,0.502800699,0.260495091,16545,0.822508499,0.189956321,0.36,0.388939811,12.72264631,28.11228434,0.006023008,0.03065711,8,16.4,23.36402406,6.044122091,6.044122091,0,0,0,0,12.08824418,0,0,24.17648837,0,0,0,0,0,0,0,0,0,0,0.10832852,-0.0239584,1
2864,WA,Mason County,53045,2020/7/1,0.480269284,0.228006167,66768,0.764538101,0.15957914,0.42,0.489936216,6.278449223,83.51655885,0.012823057,0.103820966,4,13.7,69.59204519,1.49772346,4.493170381,2.995446921,7.488617302,1.49772346,2.995446921,2.995446921,2.995446921,4.493170381,5.990893841,1.49772346,0,0,0,0,0,0,0,0,0,-0.051688803,-0.16220307,1
157,AR,Yell County,5149,2020/7/1,0.497980033,0.177803576,21341,0.785446702,0.208075264,0.37,0.458711972,11.15086187,67.95385015,0.015602508,0.205340144,6,16.3,22.94780533,4.685816035,14.0574481,4.685816035,98.40213673,332.6929385,295.2064102,365.4936507,318.6354904,595.0986364,730.9873014,0,4.685816035,0,0,0,0,4.685816035,0,4.685816035,0,-0.031002801,-0.102783615,1
159,CA,Amador County,6005,2020/7/1,0.455983546,0.269989589,39752,0.806343777,0.108321897,0.46,0.60956274,7.766789209,50.4993426,0.025112358,0.143742224,6,11.8,66.85727741,2.5155967,0,0,2.5155967,2.5155967,2.5155967,0,2.5155967,7.546790099,20.1247736,0,0,0,0,0,0,0,0,0,0,-0.100722188,-0.136171454,1
2855,WA,Grays Harbor County,53027,2020/7/1,0.488247791,0.216072854,75061,0.772530588,0.152884388,0.42,0.548603218,11.55480969,172.4105631,0.012327303,0.102339617,4,17.3,39.46362571,0,0,1.33224977,2.66449954,1.33224977,1.33224977,2.66449954,1.33224977,3.996749311,3.996749311,0,0,0,0,0,0,0,0,0,0,-0.021859778,-0.125693943,1
2665,TX,Winkler County,48495,2020/7/1,0.486917098,0.122927461,8010,0.805198873,0.151360053,0.17,0.434601355,10.56245049,8.777555347,0.020336788,0.608290155,6,14.1,9.523130149,0,0,0,0,0,0,0,12.48439451,24.96878901,124.8439451,0,0,0,0,0,0,0,0,0,0,-0.227631289,-0.178919872,1
164,CA,Del Norte County,6015,2020/7/1,0.454218773,0.180321978,27812,0.73778617,0.151322448,0.36,0.436977022,4.004368402,57.39424412,0.032916487,0.200373724,7,20.4,27.63595894,3.595570257,0,0,17.97785129,104.2715375,32.36013232,3.595570257,0,3.595570257,7.191140515,0,0,0,0,0,0,0,0,0,0,0.043329581,-0.107429988,1
2508,TX,Gaines County,48165,2020/7/1,0.492942921,0.088656045,21492,0.730473047,0.149091576,0.31,0.323938298,13.08266305,92.64686877,0.01612363,0.42356825,7,15.4,14.30530225,0,0,4.6528941,9.3057882,4.6528941,4.6528941,4.6528941,27.9173646,0,4.6528941,0,0,0,0,0,0,0,0,0,0,0.184613912,-0.038080229,1
170,CA,Inyo County,6027,2020/7/1,0.497192417,0.234057931,18039,0.692823693,0.118338474,0.4,0.596309963,7.766559414,94.29039579,0.009618058,0.22655251,7,12.3,1.771850763,11.08708908,0,0,0,0,0,5.543544542,11.08708908,16.63063363,16.63063363,5.543544542,0,0,0,0,0,0,0,0,0,0.363093179,-0.017794523,1
173,CA,Lake County,6033,2020/7/1,0.500792147,0.227315088,64386,0.706824112,0.144012009,0.27,0.494992324,6.381720263,34.01477214,0.017598086,0.213056444,4,18.4,51.24397116,0,1.553132669,1.553132669,3.106265337,3.106265337,13.97819402,13.97819402,6.212530674,3.106265337,34.16891871,0,0,0,0,0,0,0,0,0,0,-0.113311415,-0.135283702,1
178,CA,Mariposa County,6043,2020/7/1,0.490355446,0.279434491,17203,0.62608824,0.117452632,0.27,0.603029437,7.968581023,9.02701283,0.011562017,0.116478736,8,14.9,11.87380075,0,81.38115445,5.812939604,0,0,5.812939604,0,5.812939604,5.812939604,40.69057722,0,0,0,5.812939604,0,0,0,0,0,0,0.037635406,-0.196064349,1
179,CA,Mendocino County,6045,2020/7/1,0.504565897,0.221057918,86749,0.736559729,0.129054138,0.28,0.571933493,7.839305597,96.4246638,0.007682122,0.256203913,4,17.5,24.74061272,6.916506242,1.15275104,0,2.305502081,9.222008323,9.222008323,6.916506242,10.37475936,19.59676769,16.13851457,0,0,0,0,0,0,0,0,0,0,0.03504995,-0.177399935,1
